title,author,date,lure,link
SWTOR: Shadow of Revan will include new class missions,Justin Olivetti,10.07.2014,"Butting heads with famous Revan and his cronies is one thing, but will the new Star Wars: The Old... ",https://search.engadget.com/click/_ylt=AwrFeSzujO1jvjIAXX18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541294/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-10-07-swtor-shadow-of-revan-will-include-new-class-missions.html/RK=2/RS=NSSSUQ2vfGIVpXdlbgy93STLFYc-
Hyperspace Beacon: Eight quests you should play before SWTOR's Revan expansion,Larry Everett,10.07.2014,"The next expansion for Star Wars: The Old Republic is coming in December, and any BioWare fan... ",https://search.engadget.com/click/_ylt=AwrFeSzujO1jvjIAX318BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541294/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-10-07-hyperspace-beacon-eight-quests-you-should-play-before-swtors-r.html/RK=2/RS=DKkbVTzFanY4sr8ZpTUTFDQywZg-
"SWTOR's Shadow of Revan expansion arrives December 9th, nukes skill trees",Brianna Royce,10.06.2014,"After a brief delay and much speculation, BioWare has officially revealed Star Wars: The Old... ",https://search.engadget.com/click/_ylt=AwrFeSzujO1jvjIAYX18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541294/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-10-06-swtors-shadow-of-revan-expansion-launches-december-9th.html/RK=2/RS=KP8FISnEDSOvWisCtKALjrb7zuY-
Dark Age of Camelot grants accounts free playtime for its birthday,Brianna Royce,10.02.2014,"All accounts that were inactive on or before September 24th, 2014 are eligible for 13 free days!... ",https://search.engadget.com/click/_ylt=AwrFeSzujO1jvjIAY318BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541294/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-10-02-dark-age-of-camelot-reactivates-old-accounts-for-its-birthday.html/RK=2/RS=SjItNYRzvrkgXjalGNYwUwrhzqg-
Return to Britannia campaign starts tomorrow in Ultima Online [Updated],Justin Olivetti,09.30.2014,"For the entire month of October, Ultima Online will be running another Return to Britannia campaign... ",https://search.engadget.com/click/_ylt=AwrFeSzujO1jvjIAZX18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541294/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-30-return-to-britannia-campaign-starts-tomorrow-in-ultima-online.html/RK=2/RS=P_USjdlnFy1bbhL4U8XT5gE9sZI-
Dark Age of Camelot builds statues of King's Tournament champions,Justin Olivetti,09.30.2014,This brand-new event in DAoC kicks off tomorrow to commemorate the game's 13th anniversary. Each of... ,https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTYwl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-30-dark-age-of-camelot-to-build-a-statues-of-kings-tournament-cham.html/RK=2/RS=9P3froH_dlx0Gu6vHI7J3bgAmq0-
BioWare delays SWTOR's Revan expansion reveal,Brianna Royce,09.30.2014,Dulfy.net has collected BioWare forum statements to confirm that Star Wars: The Old Republic's... ,https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTZQl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-30-bioware-delays-swtors-revan-expansion-reveal.html/RK=2/RS=f1Xnnar3.gyJdiO2TDSVEQvRdSk-
Dark Age of Camelot passes the torch to a new producer,Justin Olivetti,09.29.2014,"It's a season of change over at Dark Age of Camelot, as the team is transitioning from former... ",https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTZwl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-29-dark-age-of-camelot-passes-the-torch-to-a-new-producer.html/RK=2/RS=WRg3qfDMoxLpcaGiB.cfItp9tPw-
Rejoice! Visceral says Battlefield Hardline 'will work' at launch,Mike Suszek,09.29.2014,"Battlefield Hardline will operate as expected at launch, according to Ian Milham, creative director... ",https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTaQl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-29-visceral-battlefield-hardline-will-work.html/RK=2/RS=EAjlcl_8SszO8vhamTlcG8uGl_E-
"Titanfall's third DLC pack, IMC Rising, arrives on September 25",Danny Cowan,09.24.2014,"Titanfall's third and final Season Pass DLC map pack ""IMC Rising"" deploys tomorrow, developer... ",https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTawl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-24-titanfalls-third-dlc-pack-imc-rising-arrives-on-september-25.html/RK=2/RS=aAQTZh.rCJf5u.RMM0MgNsZSWJc-
Richard Garriott becomes Lord British again for Ultima Online's 17th anniversary,Brianna Royce,09.24.2014,"On September 24th, 1997, Ultima Online opened its doors, forever changing the MMORPG landscape. Just... ",https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTbQl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-24-richard-garriott-becomes-lord-british-again-for-ultima-onlines.html/RK=2/RS=zfVvqlnFvHVBVYFkUFtku9g.ZVg-
Hyperspace Beacon: Exploits and SWTOR_Miner,Larry Everett,09.23.2014,"I've always known Miner to be a tremendous fan of the game, and although he's had his criticisms,... ",https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTbwl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-23-hyperspace-beacon-exploits-and-swtor_miner.html/RK=2/RS=EBKJHaAPLgwB2_IuXCyJ9FR25TA-
AU ratings board classifies BioWare's 'Green Cloud',Mike Suszek,09.18.2014,An entry for a new game from Mass Effect and Dragon Age series developer BioWare appeared on the... ,https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTcQl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-18-au-ratings-board-classifies-biowares-green-cloud.html/RK=2/RS=igp93YhdxzAVW07AiQXAQTvKLNQ-
FIFA 15 booting up for EA Access members today,Mike Suszek,09.18.2014,"FIFA 15 will roll out to EA Access members on Xbox One today, five days before its arrival on retail... ",https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTcwl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-18-fifa-15-booting-up-for-ea-access-members-today.html/RK=2/RS=jpvn_8QMncnQZYB5LardgCMOr_E-
Joystiq Streams: When a Canadian coaches a scrub in NHL 15,Anthony John Agnello,09.17.2014,The Rangers versus Kings Stanley Cup final this past June was one of the most watched Stanley Cup... ,https://search.engadget.com/click/_ylt=AwrFSH7vjO1jj6gTdQl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-17-joystiq-streams-when-a-canadian-coaches-a-scrub-in-nhl-15.html/RK=2/RS=UgnbFYXdB2kykq6FIu3HyLH6I7w-
Vice vs Virtue PvP system arrives on Ultima Online's test center,Brianna Royce,09.16.2014,"In testing now on Ultima Online's test server is publish 86.3, better known as the Vice vs Virtue... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTmRZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-16-vice-vs-virtue-pvp-system-arrives-on-ultima-onlines-test-center.html/RK=2/RS=abzVjMZLmxE1Oz9Rppny98GAvGU-
FIFA 15 removing trade offers from Ultimate Team mode,Danny Cowan,09.16.2014,Electronic Arts announced that it has disabled a key feature in FIFA 15's Ultimate Team mode in an... ,https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTmxZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-16-fifa-15-removing-trade-offers-from-ultimate-team-mode.html/RK=2/RS=HL.FLF5bO_gB4rFett0azaYTadc-
This video reveals part of SWTOR's new expansion,Larry Everett,09.16.2014,Be careful watching this video because there are huge spoilers about the Forge Alliance series of... ,https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTnRZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-16-this-video-reveals-part-of-swtors-new-expansion.html/RK=2/RS=p8Ue8jaUCKrxko6Dm_ZYCHbj10I-
Credit-stealing space cows and other Mass Effect series facts,S. Prell,09.14.2014,"A new video from the folks over at Did You Know Gaming will take you on a space odyssey, as guest... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTnxZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-14-credit-stealing-space-cows-and-other-mass-effect-series-facts.html/RK=2/RS=d6rQx6WUhhDd2IJkNW.Z5rgoNaI-
One Shots: Avian servitude,Justin Olivetti,09.14.2014,"At first glance, I thought that the following picture was some sort of boss lair in WildStar. So I... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwToRZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-14-one-shots-avian-servitude.html/RK=2/RS=sleSikSq7ou44KxkuBvOfziF2gU-
The Game Archaeologist: How Hellgate survived being Flagshipped,Justin Olivetti,09.13.2014,"There's no better way to put it than to say that from the start, Hellgate: London looked all kinds... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwToxZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-13-the-game-archaeologist-how-hellgate-survived-being-flagshipped.html/RK=2/RS=fedJTZPXDXmpbTZhr3ICTRE0sGM-
Full SWTOR expansion information coming this month,Larry Everett,09.12.2014,"If you're like many other players of Star War: The Old Republic, then you've been wondering and... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTpRZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-12-full-swtor-expansion-information-coming-this-month.html/RK=2/RS=mSh8OfmTRxYltI2tT6945uLqzWg-
EA has two teams prototyping Apple Watch game experiences,Mike Suszek,09.10.2014,"Apple revealed its new piece of wearable tech yesterday, a watch with a touchscreen, fitness apps... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTpxZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-10-ea-has-two-teams-prototyping-apple-watch-game-experiences.html/RK=2/RS=LdTLYOylWtuYvCIWhFdHUNzrCdg-
Star Wars: The Old Republic launches the Legacy of the Rakata,Eliot Lefebvre,09.10.2014,"The Rakata are kind of a big deal in Star Wars: The Old Republic. It's a tactical flashpoint, as... ",https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTqRZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-10-star-wars-the-old-republic-launches-the-legacy-of-the-rakata.html/RK=2/RS=n7_2180tknjYi0qPfhMNz8mUWyE-
Ray Rice to be removed from Madden 15 in Week 1 update,Mike Suszek,09.09.2014,Former Baltimore Ravens running back Ray Rice will be removed from Madden NFL 15 in this week's... ,https://search.engadget.com/click/_ylt=AwrJ.InvjO1jcpwTqxZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541295/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-09-ray-rice-to-be-removed-from-madden-15-in-week-1-update.html/RK=2/RS=FSM5GzgzEpDN97jp9O2o198vrM0-
Hyperspace Beacon: Five tips for making SWTOR conquests work for smaller guilds,Larry Everett,09.09.2014,"In my last column, I explained the shortcomings of the conquest system in Star Wars: The Old... ",https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTEQB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-09-hyperspace-beacon-five-tips-for-making-swtor-conquests-work-for.html/RK=2/RS=_OXs6Ksl2WP5ddRqbzcANghGRrc-
The Sims 4 review: Every new beginning comes from some other beginning's end,Alexander Sliwinski,09.08.2014,"The Sims 4 is an accessible introduction to the world of virtual megalomania, with an intuitive... ",https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTEwB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-08-the-sims-4-review-every-new-beginning-comes-from-some-other-beg.html/RK=2/RS=CSWc3nht2SUuwJ.0yI83W7DiNLY-
Tiny Titan's legacy continues in EA mockumentary short,S. Prell,09.07.2014,Glitches can create some of the most interesting moments in the games we play. Case in point:... ,https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTFQB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-07-tiny-titans-legacy-continues-in-ea-mockumentary-short.html/RK=2/RS=nqM65vxuw0dpV1QruYTFvE1JJzY-
"PopCap co-founder Vechey leaves, PopCap working on 'all-new' Peggle",Thomas Schulenberg,09.06.2014,"PopCap co-founder John Vechey is leaving his role as CEO at the Plants vs. Zombies 2 developer. Vechey's role as CEO began eight months ago, when he left his role as VP of development and strategy and, as was then described by his LinkedIn profile, ""spearheading/helping new initiatives."" Vechey was... ",https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTFwB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-06-popcap-co-founder-vechey-leaves-popcap-working-on-all-new-peg.html/RK=2/RS=ykMsJp1iXr5Ha0d9YxDRJg0F99Y-
Crush Tiny Titan's spirits in Madden 15 challenge,Mike Suszek,09.05.2014,"By now, you might have heard of Tiny Titan, one of the more adorable glitches to pop up recently in... ",https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTGAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-05-crush-tiny-titans-spirits-in-madden-15-challenge.html/RK=2/RS=MiG2I_GyZ42_JuJtkgXI7Ohtmug-
Dragon Age: Inquisition multiplayer builds on Mass Effect 3 legacy,S. Prell,09.04.2014,I remember when BioWare and EA announced that Mass Effect 3 would feature a multiplayer mode.... ,https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTGgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-04-dragon-age-inquisition-multiplayer-builds-on-mass-effect-3-lega.html/RK=2/RS=WXhZPX1JgxS12m.GIR1T4l3xxsM-
Need for Speed Rivals burns rubber on EA Access soon,Mike Suszek,09.03.2014,EA Access members will soon have another game to add to their collection: Need for Speed Rivals. The... ,https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTHAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-03-need-for-speed-rivals-burns-rubber-on-ea-access-soon.html/RK=2/RS=ciOoJ4i0hDn5ATx0AZpimhn2J1c-
"First NBA Live 15 trailer is different, yeah it's different",Mike Suszek,09.02.2014,"EA Sports' next basketball game will launch October 7 for Xbox One and PS4. August 29, 2014 – Today... ",https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTHgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-09-02-first-nba-live-15-trailer-is-different-yeah-its-different.html/RK=2/RS=fCvFuz3dNWy8xOg7JVDd3kXKynU-
Dark Age of Camelot patch spruces up keeps and relic raids,Justin Olivetti,08.28.2014,"Patch 1.115c went live on Dark Age of Camelot's servers today, bringing with it a slew of changes to... ",https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTIAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-28-dark-age-of-camelot-patch-spruces-up-keeps-and-relic-raids.html/RK=2/RS=83VwMvIrRZkdTGGjiyVo4imrJPc-
EA Sports UFC taunts three new fighters,Mike Suszek,08.26.2014,The mixed martial arts game now includes heavyweight fighter Stipe Miocic as well as welterweight... ,https://search.engadget.com/click/_ylt=AwrJ_2TwjO1jz6UTIgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541296/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-26-ea-sports-ufc-taunts-three-new-fighters.html/RK=2/RS=yK0hklSStb0RvmRP7l.QyGRoS8Y-
Hyperspace Beacon: SWTOR conquests are good but not there yet,Larry Everett,08.26.2014,"I'm writing this late on Sunday night, and I have some disappointing news: My Star Wars: The Old... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIAAnp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-26-hyperspace-beacon-swtor-conquests-are-good-but-not-there-yet.html/RK=2/RS=w7VXaPXvAVUmkzngqpvHur3wTVY-
"Double fumbles, Kaepernicking and Manningfaces in Madden 15",Mike Suszek,08.25.2014,We're just one day away from the launch of Madden NFL 15. Normally that means you'd have some... ,https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIABHp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-25-double-fumbles-kaepernicking-and-manningfaces-in-madden-15.html/RK=2/RS=y.5zlwg4CGlPYGRWheFwZYoZEy8-
Damian Lillard trail-blazes to NBA Live 15's cover,Mike Suszek,08.25.2014,"The cover athlete of NBA Live 15 is Portalnd Trail Blazers point guard Damian Lillard, the NBA... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIABnp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-25-damian-lillard-trail-blazes-to-nba-live-15s-cover.html/RK=2/RS=qPnbfoMrkkRewRA.Ey.k2pBS_cQ-
EA banning FIFA Ultimate Team coin sellers from its online games,Mike Suszek,08.22.2014,"We're roughly one month away from the launch of FIFA 15, and EA Sports is reminding the series' fans... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIACHp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-22-ea-banning-fifa-ultimate-team-coin-sellers-from-its-online-games.html/RK=2/RS=Mox8g7X4Mzz3JZCjuvemcLfWYVc-
Madden NFL 15 kicks off Xbox One digital pre-loading feature,Danny Cowan,08.22.2014,EA's Madden NFL 15 is the first Xbox One game to offer digital pre-loading options for early buyers... ,https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIACnp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-22-madden-nfl-15-kicks-off-xbox-one-digital-pre-loading-feature.html/RK=2/RS=jc2ohr6R.mPy4gDtA.WAVHElhUk-
You can't join 11-vs-11 Pro Clubs in last-gen FIFA 15,Mike Suszek,08.22.2014,"FIFA 15 won't include the Pro Clubs mode on PS3 and Xbox 360, EA Sports announced. ""We're very... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIADHp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-22-you-cant-join-11-vs-11-pro-clubs-in-last-gen-fifa-15.html/RK=2/RS=AwGrE7EBWlG1DRSwin52G._5to4-
SWTOR's Galactic Strongholds expansion is live,Brianna Royce,08.19.2014,Early access to Star Wars: The Old Republic's Galactic Strongholds expansion is now live for... ,https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIADnp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-19-swtors-galactic-strongholds-expansion-is-live.html/RK=2/RS=KHxi5pn.sN4nRHWkQ_797H5OdmE-
Madden 15 passes CoachGlass to PS4,Mike Suszek,08.19.2014,"EA Sports will bring its playcalling and analysis app, CoachGlass, to the PS4 version of Madden 15.... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIAEHp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-19-madden-15-passes-coachglass-to-ps4.html/RK=2/RS=YF4sAwYEOUgpoJXeVTqU1BB_C5U-
"Madden's weird ad campaign stars Kevin Hart, Dave Franco",Mike Suszek,08.15.2014,"The start of the NFL season and launch of Madden NFL 15 is just around the corner, which means we're... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIAEnp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-15-maddens-weird-ad-campaign-stars-kevin-hart-dave-franco.html/RK=2/RS=qBGRHhRdoDuu.QRJLmlH.BMkE9E-
BioWare's Shadow Realms plans to maximize player feedback,Alexander Sliwinski,08.14.2014,"At this point, we're all familiar with this year's ubiquitous marketing bullet point of ""community... ",https://search.engadget.com/click/_ylt=AwrNPhXwjO1jojIAFHp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-14-biowares-shadow-realms-plans-to-maximize-player-feedback.html/RK=2/RS=LusHvxSiOIw5.PFU90owoSWIOUU-
Gamescom 2014: SWTOR boasts over a million monthly players,Justin Olivetti,08.13.2014,"quot;Every month, more than a million players are logging in, playing with their friends, and... ",https://search.engadget.com/click/_ylt=AwrFCEbxjO1jJecTjiN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-13-gamescom-2014-swtor-galactic-strongholds-starts-august-19th.html/RK=2/RS=0zUBoQ9u.Rh9q_q6z6k3l2u7lCk-
"Death kills parents, robs cradle in Sims 4",Alexander Sliwinski,08.13.2014,"The Grim Reaper came, but the baby was hungry. When Grim isn't taking care of newly orphaned... ",https://search.engadget.com/click/_ylt=AwrFCEbxjO1jJecTkCN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-13-death-kills-parents-robs-cradle-in-sims-4.html/RK=2/RS=G__17nIXiSh5f0NCupD50sP4qAA-
Coveting my neighbor's house in The Sims 4,Alexander Sliwinski,08.13.2014,I played several hours of The Sims 4 and barely uncovered what it has to offer. There's been a lot... ,https://search.engadget.com/click/_ylt=AwrFCEbxjO1jJecTkiN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-13-coveting-my-neighbors-house-in-the-sims-4.html/RK=2/RS=gS9b4ULVz.zWqyfZPF9ZM1gMY3M-
Hyperspace Beacon: SWTOR guild ships and Rakghouls,Larry Everett,08.12.2014,This weekend was full of space zombies and capital ships in Star Wars: The Old Republic. I ended up... ,https://search.engadget.com/click/_ylt=AwrFCEbxjO1jJecTlCN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-12-hyperspace-beacon-swtor-guild-ships-and-rakghouls.html/RK=2/RS=enZ3TU_VvXSZUhE_o3RxNlI8gwM-
Report: Madden NFL 15 demo only for EA Access buyers,Mike Suszek,08.11.2014,"There won't be a freely available demo of Madden NFL 15 for players to download this year, an EA rep... ",https://search.engadget.com/click/_ylt=AwrFCEbxjO1jJecTliN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541297/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2014-08-11-report-madden-nfl-15-demo-only-for-ea-access-buyers.html/RK=2/RS=p3jBsz1APcQtZEv9dCcG8ilTjH0-
