title,author,date,lure,link
Sephiroth joins 'Super Smash Bros. Ultimate',Igor Bonifacic,12.10.2020,"Super Smash Bros. Ultimate's newest fighter is Sephiroth from Final Fantasy VII, and he's heading to... ",https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAE358BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-smash-bros-ultimate-dlc-001917366.html/RK=2/RS=WYSFOk2vo4zxkUgItYA_3Z55OOg-
"Hacker faces three years in prison for child porn, Nintendo data breaches",Chris Velazco,12.02.2020,"Ryan Hernandez, the 21-year-old who spent years breaking into Nintendo servers, was sentenced to... ",https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAFX58BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fryan-hernandez-hacker-nintendo-child-porn-180001359.html/RK=2/RS=yA375Zl5UsHNU5ujZsk_6hUUwHc-
Nintendo makes it easier to transfer Switch screenshots to phones and PCs,Mariella Moon,12.01.2020,"The latest software update for the Nintendo Switch has arrived, and it comes with new ways to upload... ",https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAF358BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-screenshots-transfer-update-064011353.html/RK=2/RS=OoHtpUq6Y2fjY8BBpdu0MBKFquo-
'Doom Eternal' hits the Nintendo Switch on December 8th,Nathan Ingraham,11.30.2020,We weren't necessarily expecting 2016's beloved first-person shooter Doom to show up on the Nintendo... ,https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAGX58BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fdoom-eternal-nintendo-switch-december-153800301.html/RK=2/RS=JXQCn0D2hAtKmSYhRQ8kUNQCeSg-
"Super Nintendo Land will open in Japan on February 4th, 2021",Steve Dent,11.30.2020,"Super Nintendo World, the much anticipated “life-size, living video game” theme park will open on... ",https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAG358BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-nintendo-land-will-open-in-japan-on-february-4th-2021-092940499.html/RK=2/RS=_eMf1qdpZ98ApSN0mr0uGji6bAQ-
Nintendo will wind down 'Super Mario Maker' for Wii U on March 31st,Jon Fingas,11.25.2020,"Nintendo has warned that course uploads will no longer work for the Wii U game as of March 31st,... ",https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAHX58BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-winds-down-super-mario-maker-wii-u-163008385.html/RK=2/RS=g6lEnDEkbHOeoL67rAhMVl8cRYk-
"A copy of ‘Super Mario Bros. 3’ sold for $156,000",Kris Holt,11.23.2020,It seems that one Mario fan/collector found something to do with all of those coins they’ve picked... ,https://search.engadget.com/click/_ylt=AwrEqQKDjO1jjzIAH358BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-bros-3-rare-auction-record-153722543.html/RK=2/RS=vX4uwA8EvikC6HLdokHbkZVQqEg-
Nintendo's Black Friday sale includes 'Mario Kart' when you buy a Switch,Kris Naudus,11.22.2020,"After dealing with months of shortages, Nintendo finally got production of the Switch back up to the... ",https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSkSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-bundle-deal-black-friday-160007770.html/RK=2/RS=zNyjAwd1LVjHtsMMr_.fI2nN09E-
'Animal Crossing: New Horizons' holiday update arrives on November 19th,Kris Holt,11.17.2020,"The Animal Crossing: New Horizons winter update is about to arrive, setting up some holiday events... ",https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSkyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fanimal-crossing-new-horizons-winter-update-release-date-save-data-transfer-switch-185222051.html/RK=2/RS=bcl6eAncWnU.y1xa5PcDQfMPVcw-
'Animal Crossing: New Horizons' may actually be good for you,Kris Holt,11.16.2020,Oxford University researchers used data from the Nintendo Switch smash hit and Plants vs Zombies:... ,https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSlSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fanimal-crossing-new-horizons-nintendo-switch-175925109.html/RK=2/RS=wayVXMUDz1d6wlnRHDHTZemoVOk-
After Math: Apple debuts devices running on its own silicon,Andrew Tarantola,11.15.2020,The world tuned in on Tuesday to watch Apple CEO Tim Cook unveil the company’s latest technological... ,https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSlyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fafter-math-apple-debuts-devices-running-on-its-own-silicon-163000647.html/RK=2/RS=sD.KDS9rz.gPxDEAmVAM9ZKy1mo-
This week's best deals: $194 AirPods Pro and more early Black Friday deals,Valentina Palladino,11.13.2020,"Early Black Friday sales are in full swing as we approach Thanksgiving, but the thing about 2020... ",https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSmSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fweekly-deals-apple-airpods-pro-ipad-mini-ipad-pro-early-black-friday-deals-181528477.html/RK=2/RS=a4Z2IkCq5Uvz6NkKKPCkcV9C2_M-
"Mario, Zelda and Fire Emblem Switch games are at all-time lows right now",Mariella Moon,11.13.2020,Best Buy is selling some much-loved Nintendo Switch games for the lowest price we’ve ever seen them... ,https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSmyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-zelda-fire-emblem-switch-best-buy-deals-114457511.html/RK=2/RS=Bfd5HgtbDnfFy7SzAK15LA6QyKQ-
"Nintendo Switch sales topped 735,000 in October",Mariella Moon,11.13.2020,"The Nintendo Switch has been doing so well that its lifetime sales — 68.3 million worldwide,... ",https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSnSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-october-sales-053456267.html/RK=2/RS=dReM.fYHdQYXUdwELUKv1iX4kQw-
'BioShock Collection' and other Switch games get big discounts at Amazon,Valentina Palladino,11.10.2020,You don’t have to wait until the day of Black Friday to get good deals on Nintendo Switch games.... ,https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSnyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-games-sale-bioshock-collection-early-black-friday-amazon-walmart-154254202.html/RK=2/RS=Gr6noHJ4ftej.8DJkSHHgfkzBHk-
Nintendo Switch lifetime sales soar past the NES,Nick Summers,11.05.2020,"For now, the classic Switch is more popular than the handheld-only Switch Lite. Nintendo sold 5.31... ",https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSoSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-lite-sales-paper-mario-3d-all-stars-earnings-082905737.html/RK=2/RS=tYdNkjFKc6tC5DKzcIPy44hdh.o-
Amazon is randomly shipping products in Mario-themed boxes,Mariella Moon,11.03.2020,You may get your Amazon order in a Super Mario—themed box even if the item inside isn’t even... ,https://search.engadget.com/click/_ylt=Awrig5uDjO1jOGMSoyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541187/RO=10/RU=https%3a%2f%2fwww.engadget.com%2famazon-nintendo-mario-boxes-104527852.html/RK=2/RS=YrCJvNIlhMq9SwrcRBRiGscRIEM-
Nintendo brings the first two No More Heroes games to the Switch,Igor Bonifacic,10.28.2020,"Thanks to the coronavirus pandemic (what else?), No More Heroes fans have to wait until next year to... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETDU98BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fno-more-heroes-switch-175742182.html/RK=2/RS=aM1Yr5C9wvc9CHoKlcAsSMMP1.U-
'Control' and 'Hitman 3' head to Switch via cloud streaming,Devindra Hardawar,10.28.2020,"Control, one of the most graphically intensive games ever to hit consoles, is available today on the... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETD098BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fcontrol-hitman-3-switch-cloud-streaming-155306591.html/RK=2/RS=6GYj4a9UnjqfrSr_AEJun.riy8k-
Switch exclusive 'Bravely Default II' delayed to February 26th,Kris Holt,10.28.2020,Bravely Default II was one of the last few Switch exclusives Nintendo had on its release calendar... ,https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETEU98BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fbravely-default-ii-nintendo-switch-delay-151658582.html/RK=2/RS=PV.m6mz0S2z7zFHilEr6TZ3KTjw-
This week's best deals: $25 off the Apple Watch Series 6 and more,Valentina Palladino,10.23.2020,October is coming to a close soon and that means even more deals are popping up as we officially... ,https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETE098BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fweekly-deals-apple-watch-series-6-nintendo-switch-pro-controller-173000724.html/RK=2/RS=wpBZoqjceZBXVBOFOEW2YMFyhjY-
EA delays 'Apex Legends' on Switch to next year,Kris Holt,10.23.2020,"EA and Respawn have delayed the battle royale’s Switch release date to sometime next year, so you’ll... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETFU98BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fapex-legends-nintendo-switch-delay-steam-release-date-163154618.html/RK=2/RS=S7BZemeHFUs_fitJDPnXFclWEqg-
Nintendo is cutting the price of single Joy-Cons to $40,Kris Holt,10.23.2020,"Starting on November 9th, you can pick up a left Neon Blue or right Neon Red Joy-Con for $40. A pair... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETF098BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-single-joy-cons-price-cut-153654699.html/RK=2/RS=veuXkkbXCsbBjNqbOY1s3g_DSOY-
'If Found...' brings queer '90s nostalgia to Nintendo Switch today,Jessica Conditt,10.22.2020,"Its main mechanic is erasure, flipping through the pages of the main character’s journal and rubbing... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETGU98BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fif-found-switch-interview-dreamfeel-162757627.html/RK=2/RS=areGfaMMsbvxJJCir9C8PKRiGyE-
The original NES Fire Emblem game is coming to the US for the first time,Nathan Ingraham,10.22.2020,Nintendo and Intelligent Systems' Fire Emblem series is pretty well-known here in the US — but the... ,https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETG098BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ffire-emblem-shadow-dragon-blade-of-light-switch-release-152107336.html/RK=2/RS=Uxc8er2k9_2Naj1cwQ4phFRHw_I-
Nintendo Switch Pro Controller returns to $59 at Amazon,Valentina Palladino,10.22.2020,"Official Nintendo Switch accessories can be hard to find on sale, but one of our favorites is $11... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETHU98BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-pro-controller-deal-59-all-time-low-amazon-124353068.html/RK=2/RS=h2bOwHv2buuoiDYjZYqJZhcKx7o-
'Where Cards Fall' is coming to PC and Nintendo Switch in early 2021,Nicole Lee,10.19.2020,"One of the highlights of last year’s Apple Arcade launch was Where Cards Fall, a slice-of-life... ",https://search.engadget.com/click/_ylt=AwrNasqEjO1jWMETH098BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fwhere-cards-fall-steam-epic-switch-2021-183512506.html/RK=2/RS=1APDsLrbz6Pu1dA.XBH2XV3.LGI-
Save $20 on Nintendo's Switch Online and 128GB SD bundle,Mariella Moon,10.13.2020,If you’ve been waiting for a good deal on Nintendo’s Switch Online service and on a new memory card... ,https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTfw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-online-sandisk-card-bundle-amazon-prime-day-deal-125529346.html/RK=2/RS=ki3CemJkqoRXoQI.Z0VvcHpoCns-
Indie RPG 'Indivisible' won't get any more updates after studio closure,Igor Bonifacic,10.09.2020,"505 Games, the game’s publisher, announced on Friday Indivisible won’t get any additional updates... ",https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTgQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f505-games-ends-indivisible-development-220350903.html/RK=2/RS=4pOstdaXBSXeOewzqHZrDU6yXNc-
'Animal Crossing: New Horizons' is $10 off for the first time in months,Valentina Palladino,10.07.2020,One of the most popular Nintendo Switch games to come out this year has returned to its all-time-low... ,https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTgw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fanimal-crossing-new-horizons-nintendo-switch-sale-amazon-walmart-141253175.html/RK=2/RS=GmZQWbrAcPPiq951nW1vg3SgbMI-
Super Nintendo World will open its doors in Japan next spring,Steve Dent,10.07.2020,"Nintendo’s theme park was already supposed to be open ahead of the Tokyo Summer Olympics, but like... ",https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUThQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-nintendo-world-japan-will-open-in-the-spring-of-2021-081022899.html/RK=2/RS=UOhzwuao3r6iQMFPPivJfW3ehBQ-
'Need For Speed Hot Pursuit Remastered' arrives on November 6th,Kris Holt,10.05.2020,EA has revved up its engines for a remastered version of Need For Speed Hot Pursuit. It’ll land on... ,https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUThw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fneed-for-speed-hot-pursuit-remastered-release-date-cross-play-ea-162329012.html/RK=2/RS=FwNGrX54MXZVj_Ut5iViT73yTV4-
'Minecraft' characters come to 'Super Smash Bros. Ultimate' on October 13th,Jon Fingas,10.03.2020,"Microsoft, Mojang and Nintendo have followed up their teaser by confirming that Steve and Alex will... ",https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTiQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fminecraft-super-smash-bros-ultimate-release-october-13-181150543.html/RK=2/RS=YNQXuuukBsSxbiiEHcY7qKZUkvw-
US arrests two members of console hacking group Team Xecuter,Igor Bonifacic,10.02.2020,"Two members of Team Xecuter, a group that develops and sells devices that allow people to play... ",https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTiw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fteam-xecuter-arrests-214400208.html/RK=2/RS=z0b2cClfTarE5KvMltS_gQ8U0Qw-
We now know a lot more about 'Mario Kart Live: Home Circuit',Kris Naudus,10.01.2020,"Mario Kart Live: Home Circuit was actually announced last month, but today Nintendo and developer... ",https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTjQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-kart-live-home-circuit-010006266.html/RK=2/RS=EVANJjPAbxcezNQFdEPdo_BwVDM-
Nintendo agrees to $2 million settlement in Switch hacking lawsuit,Ann Smajstrla,10.01.2020,Nintendo has agreed to a $2 million settlement in its intellectual property lawsuit against a site... ,https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTjw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-2-million-settlement-switch-hacking-lawsuit-212546195.html/RK=2/RS=jxA9_rvcMl9kid4VxCEUsoLDArU-
"'Super Mario Bros. 35': Iconic platformer, so-so battle royale",Nick Summers,10.01.2020,"There are plenty of Mario games that let you compete with other people. Sure, you’ll waste a few... ",https://search.engadget.com/click/_ylt=AwrEbXSEjO1jtkUTkQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541188/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-bros-35-battle-royale-nintendo-switch-impressions-170019834.html/RK=2/RS=aluJTzBLa8NebYBkxyRVve4MtSc-
The next 'Super Smash Bros. Ultimate' fighter is Steve from 'Minecraft',Kris Holt,10.01.2020,"Instead, Steve from Minecraft is joining the Smash lineup as a DLC fighter. Steve and Alex from... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTIPJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-smash-bros-ultimate-dlc-fighter-steve-minecraft-145258285.html/RK=2/RS=kVXK6uECb0jqw4HCdDerSLXeiZk-
‘Animal Crossing: New Horizons’ is getting spooky for Halloween,Daniel Cooper,09.25.2020,"Users will be able to grow pumpkins, witchy outfits and even body paint and eye contacts in... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTIvJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fanimal-crossing-new-horizons-fall-update-halloween-140733949.html/RK=2/RS=QUM7JD.xrgKSe_xEFDTnI7IMsjw-
Nintendo just surprised Switch owners by releasing 'Kirby Fighters 2',Mariella Moon,09.23.2020,Nintendo has officially launched a new Kirby brawler for the Switch that it never officially... ,https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTJPJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-kirby-fighters-2-switch-023750710.html/RK=2/RS=8dTGBZSkreCGse6GU5dSF4e3tXg-
Someone turned Lego Mario into a controller for 'Super Mario Bros.',Igor Bonifacic,09.17.2020,"If you're a fan of a certain Italian plumber and brand of plastic building blocks, you've probably... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTJvJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-lego-mario-hack-220603791.html/RK=2/RS=cp5IHDrAWJd1FnKmDUTaaW2qseo-
'Hades' suddenly lands on Nintendo Switch,Kris Holt,09.17.2020,"Hades, an action RPG from Bastion and Transistor studio Supergiant Games, is out now on Nintendo... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTKPJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fhades-nintendo-switch-release-date-173000721.html/RK=2/RS=MU.a915bysWLaUpwcSfziKrQKNs-
'Monster Hunter Rise' debuts on Switch in March 2021,Chris Velazco,09.17.2020,There’s a certain kind of joy that can only be achieved when you wallop a virtual dragon in the face... ,https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTKvJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmonster-hunter-rise-nintendo-switch-march-26-2021-163825396.html/RK=2/RS=Ear6dyB40CgO2PY7snTnal79BzY-
'Ori and the Will of the Wisps' is available today on Switch,Kris Holt,09.17.2020,"Gorgeous platformer Ori and the Will of the Wisps is coming to Nintendo Switch, and sooner than you... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTLPJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fori-and-the-will-of-the-wisps-nintendo-switch-release-date-144033804.html/RK=2/RS=jw69FwRFR8gtzYiMsYuP6JqmbaI-
Watch the latest Nintendo Direct Mini here at 10AM ET,Christine Fisher,09.17.2020,"It's been a strange year for Nintendo Direct. In March, Nintendo hosted a surprise Direct Mini... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTLvJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-mini-watch-132554837.html/RK=2/RS=IdiqFcKlLjwVXe6gk2smta_20zg-
Nintendo has discontinued the 3DS family,Mariella Moon,09.17.2020,"Three years after launching the Switch, Nintendo is putting the 3DS out to pasture. Now, it has... ",https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTMPJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-discontinues-3ds-080214962.html/RK=2/RS=8msYvUnp.b_71ylH_ALWBZPI2Ao-
Nintendo made a special 'Fortnite' edition Switch,Christine Fisher,09.10.2020,A new Fortnite Nintendo Switch bundle is landing in Europe on October 30th. The bundle also comes... ,https://search.engadget.com/click/_ylt=AwrEtqOFjO1jfFcTMvJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-fortnite-bundle-europe-133506841.html/RK=2/RS=j.mnc9e5is5faaoELSa3Sf3ejHE-
Switch exclusive 'No More Heroes 3' has been delayed to 2021,Nick Summers,09.10.2020,"Today, developer Grasshopper Manufacture announced that No More Heroes 3, the latest adventure... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIAKnh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fno-more-heroes-3-delayed-nintendo-switch-2021-101539678.html/RK=2/RS=2CvPlJw0MKRFAVl7Jf1XmGSKmZc-
Nintendo is ramping production to deal with Switch hardware shortages,Steve Dent,09.09.2020,Nintendo is boosting Switch production again to keep up with high demand during the COVID-19... ,https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIALHh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541189/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-boosts-switch-production-covid-19-100218662.html/RK=2/RS=97PT7pvHY3BRtAoBscl8ZI99RyU-
'Hyrule Warriors: Age of Calamity' is a hack-and-slash 'Breath of the Wild' prequel,Christine Fisher,09.08.2020,"Nintendo is still working on its Legend of Zelda: Breath of the Wild sequel, but in the meantime, it... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIALnh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fhyrule-warriors-age-of-calamity-november-20th-152817605.html/RK=2/RS=NOVi568acmWN7yA8tVr77uTdPYQ-
The Nintendo Switch goes on sale in Brazil on September 18th,Igor Bonifacic,09.07.2020,Nintendo fans in Brazil won't have to wait much longer to get their hands on a Switch directly from... ,https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIAMHh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-brazil-september-18-224512970.html/RK=2/RS=ZmF1TlPr9SDQz35EH5GVn4FYXWo-
